"nbagameid","gamedate","season","gametype","nbapersonid","player_name","nbateamid","team","team_name","opposingnbateamid","opp_team","opp_team_name","starter","missed","seconds","points","fg2made","fg2missed","fg2attempted","fg3made","fg3missed","fg3attempted","fgmade","fgmissed","fgattempted","ftmade","ftmissed","ftattempted","reboffensive","rebdefensive","offensivereboundchances","defensivereboundchances","assists","steals","stealsagainst","turnovers","blocks","blocksagainst","defensivefouls","defensivefoulsdrawn","offensivefouls","offensivefoulsdrawn","shootingfouls","shootingfoulsdrawn","shotattempts","shotattemptpoints","offensiveseconds","offensivepossessions","defensiveseconds","defensivepossessions","andones","teampoints","opponentteampoints","teamshotattempts","teamfgmade","teamfgattempted","teamturnovers","opponentteamfg2attempted","opponentteamfg3attempted"
"21700826","2018-02-10T00:00:00.000Z","2017","2","1627821","James Webb III","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","0","0","418","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","7","3","1","0","0","0","0","0","1","0","0","0","1","0","1","0","219.7","15","198.3","15","0","17","26","14","6","13","1","9","4"
"21700826","2018-02-10T00:00:00.000Z","2017","2","1626156","D'Angelo Russell","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","0","0","1895.4","21","2","3","5","5","8","13","7","11","18","2","0","2","2","7","38","23","5","1","3","5","0","0","3","4","0","0","1","0","18","19","988.1","71","907.3","72","0","81","84","71","26","66","8","40","12"
"21700826","2018-02-10T00:00:00.000Z","2017","2","203917","Nik Stauskas","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","0","0","711.6","5","1","0","1","1","1","2","2","1","3","0","0","0","0","2","13","8","1","0","0","0","0","0","0","0","0","0","0","0","3","5","355.2","24","356.4","23","0","21","33","23","8","22","2","16","5"
"21700826","2018-02-10T00:00:00.000Z","2017","2","1626143","Jahlil Okafor","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","0","0","308","6","3","1","4","0","0","0","3","1","4","0","0","0","0","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","4","6","171","11","137","10","0","11","18","10","4","9","1","8","2"
"21700826","2018-02-10T00:00:00.000Z","2017","2","202391","Jeremy Lin","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700826","2018-02-10T00:00:00.000Z","2017","2","203915","Spencer Dinwiddie","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","1","0","2572.2","24","3","10","13","2","7","9","5","17","22","12","0","12","1","3","45","44","10","3","4","4","0","4","4","6","0","1","1","6","27","24","1390.8","86","1181.4","89","1","85","100","86","28","79","12","62","19"
"21700826","2018-02-10T00:00:00.000Z","2017","2","201960","DeMarre Carroll","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","1","0","2179","12","3","9","12","1","3","4","4","12","16","3","1","4","5","4","41","41","5","0","1","1","0","2","5","2","1","0","3","2","18","12","1234.7","73","944.3","73","0","70","82","76","22","70","10","57","15"
"21700826","2018-02-10T00:00:00.000Z","2017","2","203925","Joe Harris","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","1","0","2052.8","12","2","2","4","2","2","4","4","4","8","2","0","2","2","8","35","37","3","2","0","1","2","0","6","1","0","0","3","1","9","12","1066.4","69","986.4","73","0","78","74","72","29","70","13","51","13"
"21700826","2018-02-10T00:00:00.000Z","2017","2","203112","Quincy Acy","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","0","0","2374","10","1","2","3","2","5","7","3","7","10","2","0","2","1","4","44","34","2","1","0","1","0","3","4","2","0","0","2","0","10","8","1290.6","83","1083.4","84","0","87","88","84","28","79","13","48","16"
"21700826","2018-02-10T00:00:00.000Z","2017","2","1628495","Milton Doyle","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700826","2018-02-10T00:00:00.000Z","2017","2","1627785","Isaiah Whitehead","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700826","2018-02-10T00:00:00.000Z","2017","2","202389","Timofey Mozgov","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700826","2018-02-10T00:00:00.000Z","2017","2","1627747","Caris LeVert","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700826","2018-02-10T00:00:00.000Z","2017","2","1626178","Rondae Hollis-Jefferson","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700826","2018-02-10T00:00:00.000Z","2017","2","1628386","Jarrett Allen","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","1","0","1030","8","4","2","6","0","0","0","4","2","6","0","0","0","3","6","17","25","0","0","0","0","0","0","0","0","0","0","0","0","6","8","551.9","34","478.1","36","0","36","42","34","12","31","5","29","10"
"21700826","2018-02-10T00:00:00.000Z","2017","2","203459","Allen Crabbe","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","1","0","2660","28","2","4","6","8","10","18","10","14","24","0","0","0","2","4","52","43","1","1","0","0","0","1","4","1","0","0","2","0","24","28","1471.5","90.5","1188.5","93","0","93","103","96","31","91","14","64","16"
"21700826","2018-02-10T00:00:00.000Z","2017","2","201967","Dante Cunningham","1610612751","BKN","Brooklyn Nets","1610612740","NOP","New Orleans Pelicans","0","0","1179","2","1","0","1","0","1","1","1","1","2","0","0","0","2","3","18","20","2","2","2","3","1","0","2","0","0","1","2","0","2","2","566.1","43.5","612.9","43","0","61","40","44","21","40","6","26","8"
"21700826","2018-02-10T00:00:00.000Z","2017","2","202326","DeMarcus Cousins","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700826","2018-02-10T00:00:00.000Z","2017","2","203546","Ian Clark","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","0","0","1081","3","1","4","5","0","0","0","1","4","5","1","0","1","0","0","12","16","0","1","1","1","0","0","0","0","0","0","0","0","5","2","576.8","40","504.2","38","0","46","52","34","17","30","8","20","17"
"21700826","2018-02-10T00:00:00.000Z","2017","2","202703","Nikola Mirotic","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","1","0","2936","21","6","4","10","2","6","8","8","10","18","3","1","4","5","11","50","55","1","2","0","1","5","1","2","4","1","0","2","2","20","21","1333.5","104","1602.5","99","0","115","99","100","44","92","11","48","45"
"21700826","2018-02-10T00:00:00.000Z","2017","2","1628429","Charles Cooke","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700826","2018-02-10T00:00:00.000Z","2017","2","200765","Rajon Rondo","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","1","0","2494.2","25","11","4","15","0","1","1","11","5","16","3","3","6","3","7","41","47","12","0","2","3","1","0","1","4","0","0","0","0","16","22","1141.3","89.8333333333333","1352.9","86","0","107","89","88","42","80","12","41","40"
"21700826","2018-02-10T00:00:00.000Z","2017","2","201950","Jrue Holiday","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","1","0","2929","22","6","7","13","1","1","2","7","8","15","7","5","12","1","6","51","53","5","1","2","2","0","0","4","9","0","0","2","5","18","19","1336","101.666666666667","1593","99","2","109","106","98","41","90","11","44","52"
"21700826","2018-02-10T00:00:00.000Z","2017","2","1627767","Cheick Diallo","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","0","0","744","8","3","1","4","0","0","0","3","1","4","2","0","2","0","7","10","13","0","0","0","0","0","0","1","1","0","0","1","1","5","8","363.3","25","380.7","27","0","30","25","23","12","22","4","14","9"
"21700826","2018-02-10T00:00:00.000Z","2017","2","1628402","Frank Jackson","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700826","2018-02-10T00:00:00.000Z","2017","2","203121","Darius Miller","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","0","0","1417","3","0","1","1","1","2","3","1","3","4","0","0","0","1","1","18","26","1","0","1","1","0","1","3","0","0","0","1","0","4","3","669.9","49","747.1","48","0","58","60","43","21","39","6","22","29"
"21700826","2018-02-10T00:00:00.000Z","2017","2","203076","Anthony Davis","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","1","0","2982","44","13","17","30","3","2","5","16","19","35","9","5","14","4","13","49","56","2","6","1","3","3","0","2","10","0","1","2","7","39","42","1381.8","107","1600.2","101","3","120","111","101","44","91","13","45","56"
"21700826","2018-02-10T00:00:00.000Z","2017","2","202732","DeAndre Liggins","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","0","0","163.8","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","2","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","91.4","6.5","72.4","6","0","4","12","5","1","4","1","0","5"
"21700826","2018-02-10T00:00:00.000Z","2017","2","201582","Alexis Ajinca","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700826","2018-02-10T00:00:00.000Z","2017","2","203524","Solomon Hill","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700826","2018-02-10T00:00:00.000Z","2017","2","2731","Emeka Okafor","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700826","2018-02-10T00:00:00.000Z","2017","2","202734","E'Twaun Moore","1610612740","NOP","New Orleans Pelicans","1610612751","BKN","Brooklyn Nets","1","0","2633","12","3","1","4","2","2","4","5","3","8","0","0","0","0","0","47","48","2","0","2","3","1","1","3","1","1","0","1","0","8","12","1180","92","1453","91","0","101","86","88","38","82","9","41","42"
"21700697","2018-01-23T00:00:00.000Z","2017","2","1627785","Isaiah Whitehead","1610612751","BKN","Brooklyn Nets","1610612760","OKC","Oklahoma City Thunder","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700697","2018-01-23T00:00:00.000Z","2017","2","202389","Timofey Mozgov","1610612751","BKN","Brooklyn Nets","1610612760","OKC","Oklahoma City Thunder","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21700697","2018-01-23T00:00:00.000Z","2017","2","1627747","Caris LeVert","1610612751","BKN","Brooklyn Nets","1610612760","OKC","Oklahoma City Thunder","0","0","1158","6","2","1","3","0","1","1","2","2","4","2","1","3","0","5","17","21","6","0","1","2","0","0","3","2","0","0","1","2","5","6","673","39.5","485","40","1","47","48","38","16","32","6","19","15"
"21700697","2018-01-23T00:00:00.000Z","2017","2","1626178","Rondae Hollis-Jefferson","1610612751","BKN","Brooklyn Nets","1610612760","OKC","Oklahoma City Thunder","1","0","1632.5","11","4","4","8","0","1","1","4","5","9","3","1","4","1","5","24","35","3","0","0","1","0","1","1","3","0","1","0","2","11","11","888.8","51","743.7","55","0","51","61","46","17","41","8","52","11"
"21700697","2018-01-23T00:00:00.000Z","2017","2","1628386","Jarrett Allen","1610612751","BKN","Brooklyn Nets","1610612760","OKC","Oklahoma City Thunder","0","0","1393.7","12","3","2","5","1","0","1","4","2","6","3","3","6","4","7","20","25","1","0","0","0","1","0","3","4","0","0","2","3","9","12","789.8","46","603.9","47","0","55","51","44","19","39","8","32","11"
"21700697","2018-01-23T00:00:00.000Z","2017","2","203459","Allen Crabbe","1610612751","BKN","Brooklyn Nets","1610612760","OKC","Oklahoma City Thunder","1","0","1889","12","3","2","5","2","6","8","5","8","13","0","0","0","0","6","28","36","1","1","1","1","0","1","3","0","0","0","2","0","13","12","1027.1","61","861.9","62","0","64","71","56","22","50","9","55","13"
"22200475","2022-12-21T00:00:00.000Z","2022","2","1628370","Malik Monk","1610612758","SAC","Sacramento Kings","1610612747","LAL","Los Angeles Lakers","0","0","1096.5","2","1","1","2","0","1","1","1","2","3","0","0","0","0","1","18","17","6","0","0","1","0","0","1","0","1","0","1","0","3","2","530.5","40","566","40","0","50","44","42","21","40","4","27","5"
"22200475","2022-12-21T00:00:00.000Z","2022","2","1629056","Terence Davis","1610612758","SAC","Sacramento Kings","1610612747","LAL","Los Angeles Lakers","0","0","920","3","0","1","1","1","4","5","1","5","6","0","0","0","0","1","14","15","1","0","1","2","2","0","4","0","0","0","3","0","6","3","448","33","472","36","0","32","38","32","14","30","5","23","4"
"22200475","2022-12-21T00:00:00.000Z","2022","2","1628368","De'Aaron Fox","1610612758","SAC","Sacramento Kings","1610612747","LAL","Los Angeles Lakers","1","0","1819.8","22","7","3","10","0","3","3","7","6","13","8","1","9","0","4","28","26","6","0","1","2","0","2","4","6","0","1","3","5","17","22","862.3","71","957.5","70","1","80","83","68","30","60","8","34","18"
"22200475","2022-12-21T00:00:00.000Z","2022","2","1629002","Chimezie Metu","1610612758","SAC","Sacramento Kings","1610612747","LAL","Los Angeles Lakers","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22200475","2022-12-21T00:00:00.000Z","2022","2","203521","Matthew Dellavedova","1610612758","SAC","Sacramento Kings","1610612747","LAL","Los Angeles Lakers","0","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.5","3","31.5","3","0","0","7","3","0","3","1","2","1"
"22200475","2022-12-21T00:00:00.000Z","2022","2","1628989","Kevin Huerter","1610612758","SAC","Sacramento Kings","1610612747","LAL","Los Angeles Lakers","1","0","1917","26","6","1","7","3","4","7","9","5","14","5","0","5","1","4","28","25","1","3","1","2","0","0","2","3","0","0","1","2","16","25","908.1","70","1008.9","68","0","100","77","71","33","62","7","38","18"
"22200475","2022-12-21T00:00:00.000Z","2022","2","1627734","Domantas Sabonis","1610612758","SAC","Sacramento Kings","1610612747","LAL","Los Angeles Lakers","1","0","2238","13","3","3","6","1","1","2","4","4","8","4","0","4","7","14","34","33","12","1","2","4","0","1","3","3","1","0","3","1","9","9","1076.1","82","1161.9","79","0","109","89","82","36","72","9","49","18"
"22200475","2022-12-21T00:00:00.000Z","2022","2","1631099","Keegan Murray","1610612758","SAC","Sacramento Kings","1610612747","LAL","Los Angeles Lakers","1","0","2079","23","1","4","5","6","6","12","7","10","17","3","1","4","0","3","31","31","1","1","1","1","0","1","2","2","0","2","0","2","19","23","981.1","77","1097.9","75","0","104","80","77","34","67","9","45","18"
"22200475","2022-12-21T00:00:00.000Z","2022","2","1630558","Davion Mitchell","1610612758","SAC","Sacramento Kings","1610612747","LAL","Los Angeles Lakers","0","0","957.7","8","1","0","1","2","3","5","3","3","6","0","0","0","0","0","14","14","1","1","0","0","0","0","2","0","0","1","1","0","6","8","461.3","33","496.4","34","0","54","32","35","18","32","3","24","5"
"22200475","2022-12-21T00:00:00.000Z","2022","2","1631320","Chima Moneke","1610612758","SAC","Sacramento Kings","1610612747","LAL","Los Angeles Lakers","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
